SQL_Statement,Equivalent_Queries,Equivalent or not,Modification_Method,Original,gpt4,gpt4_type,gpt3.5,gpt3.5_type,llama3,llama3_type,mistralai,mistralai_type,gemini,gemini_type
"SELECT  LEN([protein]) - LEN(REPLACE([protein],  ', ',  '')) + 1 FROM  [412].[A1 file 21 reduced]","SELECT  LEN([protein]) - LEN(REPLACE([protin],  ', ',  '')) + 1 FROM  [412].[A1 file 21 reduced]",Not Equivalent,Value_Change,NO,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change,NO,Value_Change
SELECT  * FROM  [1123].[Mgo_RNAseq_transcript],"WITH CTE_Mgo_RNAseq_transcript AS (
    SELECT * FROM [1123].[Mgo_RNAseq_transcript]
)
SELECT * FROM CTE_Mgo_RNAseq_transcript;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
select count(*) from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name),select sum(*) from [CRdb_requestors.csv] cr left join [CTTdb_Requestors.csv] ct on (ct.PI_name = cr.PI_name),Not Equivalent,Aggregate_Function,NO,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function,NO,Aggregate_Function
select distinct journal from article where journal like '%TODS%',"WITH FilteredJournal AS (
    SELECT DISTINCT journal
    FROM article
    WHERE journal LIKE '%TODS%'
)
SELECT journal FROM FilteredJournal;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
SELECT Len(sequence_gg) FROM  [1123].[TJGR_genomic_gene.txt] Where gID like '%CGI_10000001%',"SELECT Len(sequence_gg)
FROM [1123].[TJGR_genomic_gene.txt] AS outer_tbl
WHERE EXISTS (
    SELECT 1
    FROM [1123].[TJGR_genomic_gene.txt] AS inner_tbl
    WHERE inner_tbl.gID LIKE '%CGI_10000001%'
      AND inner_tbl.gID = outer_tbl.gID
);",Equivalent,Condition_EXISTs,YES,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs,YES,Condition_EXISTs
"select ecp.pathway_name,  se.genus,  count(ecp.ec_number) from [ssgcid_EC_map] se join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name <> '' group by ecp.pathway_name,  se.genus","SELECT 
    ecp.pathway_name, 
    se.genus,
    COUNT(CASE WHEN ecp.ec_number IS NOT NULL THEN 1 ELSE NULL END) AS ec_count
FROM 
    [ssgcid_EC_map] se 
JOIN 
    [ec_pathway.csv] ecp ON ecp.ec_number = se.""EC Numbers""
WHERE 
    ecp.pathway_name <> ''
GROUP BY 
    ecp.pathway_name, 
    se.genus;",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement
"SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein A213] ,  [tot indep spectra] AS [tot spectra A213] FROM  [412].[A2_file13.txt]","SELECT  DISTINCT CASE WHEN PATINDEX('%[0-9]%',  [protein]) = 1 -- first char is number AND  CHARINDEX(', ',  [protein]) = 0 AND  no comma present THEN [protein] ELSE SUBSTRING([protein], PATINDEX('%[0-9]%',  [protein]),  -- start at first number CHARINDEX(', ',  [protein])-PATINDEX('%[0-9]%',  [protein])) -- length END AS [protein B213] ,  [tot indep spectra] AS [tot spectra A213] FROM  [412].[A2_file13.txt]",Not Equivalent,Change_Alias,NO,NO,Change_Alias,NO,Change_Alias,NO,Change_Alias,NO,Change_Alias,NO,Change_Alias
SELECT  distinct Protin FROM  [412].[allblast],"SELECT  distinct Protin,fat FROM  [412].[allblast]",Not Equivalent,Group_by_Criteria,NO,NO,Group_by_Criteria,NO,Group_by_Criteria,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column
"SELECT  residues.pdb_id,  proteins.gaps,  residues.res_type,  residues.res_index,  residues.res_type ,  residues.res_type_sh,  residues.chain,  residues.res_surface_area,  residues.res_surface_area_ratio, residues.phi,  residues.psi,  residues.structure FROM  [1267].[H2_w_2.csv] residues FULL JOIN  [1267].[h2_w_1.csv] proteins ON proteins.pdb_id=residues.pdb_id WHERE  proteins.gaps = 0  AND  residues.pdb_id IS NOT NULL ORDER BY  residues.pdb_id","SELECT  
    CASE 
        WHEN residues.pdb_id IS NOT NULL THEN residues.pdb_id
        ELSE residues.pdb_id  -- This is redundant due to the WHERE clause
    END AS pdb_id, 
    proteins.gaps, 
    residues.res_type, 
    residues.res_index, 
    residues.res_type,  -- Note: This column appears to be duplicated; consider removing or renaming if not a mistake
    residues.res_type_sh, 
    residues.chain, 
    residues.res_surface_area, 
    residues.res_surface_area_ratio, 
    residues.phi, 
    residues.psi, 
    residues.structure
FROM  
    [1267].[H2_w_2.csv] residues 
FULL JOIN  
    [1267].[h2_w_1.csv] proteins ON proteins.pdb_id = residues.pdb_id
WHERE  
    proteins.gaps = 0  
    AND residues.pdb_id IS NOT NULL 
ORDER BY  
    residues.pdb_id;",Equivalent,Case_Statement,YES,YES,Case_Statement,YES,Case_Statement,YES,Case_Statement,YES,Join_Order,YES,Case_Statement
SELECT  * FROM  [1123].[OAMS_SkylineData.csv] WHERE  PrecursorCharge <3,"SELECT * 
FROM (
    SELECT * 
    FROM [1123].[OAMS_SkylineData.csv]
    WHERE PrecursorCharge < 3
) AS SubQuery",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
SELECT  * FROM  [1314howe].[uwsalaries.csv] WHERE  title like '%SOFTWARE%' order by sal desc,"SELECT * 
FROM (
    SELECT * 
    FROM [1314howe].[uwsalaries.csv]
    WHERE title LIKE '%SOFTWARE%'
    ORDER BY sal DESC  -- This ordering will be preserved because of the outer ORDER BY
) AS SubQuery
ORDER BY sal DESC  -- Ensures the order is explicitly preserved in the output",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
"select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot)","select u.[ec numbers] as enzyme,  a.proteinssgcidid from report_anacor a outer join [uniprot_enzyme_map.csv] u on (u.accession = a.uniprot)",Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
"WITH  Numbered AS (SELECT  [time] as [DateTime],  [LAT],  [LON],  ROW_NUMBER() OVER (ORDER BY  [Time] ASC) AS [Row] FROM  [1059].[STATS_VIEW]) ,  Paired AS (SELECT  a.[DateTime] AS [DateTime] ,  DATEDIFF(second,  a.[DateTime],  b.[DateTime]) AS [Elapsed (s)] ,  a.[LAT] AS [lat1deg] ,  a.[LON] AS [lon1deg] ,  b.[LAT] AS [lat2deg] ,  b.[LON] AS [lon2deg] ,  a.[LAT] * PI() / 180 AS [lat1] ,  b.[LAT] * PI() / 180  AS [lat2] ,  (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat] ,  (a.[LON] - b.[LON]) * PI() / 180 AS [dlon] FROM  Numbered a JOIN  Numbered b ON a.[Row]+1 = b.[Row]) ,  Trig AS (SELECT  * ,  POWER(SIN(dlat/2), 2) + POWER(SIN(dlon/2), 2) * COS(lat1) * COS(lat2) AS val FROM  Paired) ,  Distance AS (SELECT  * ,  6378100 * 2 * atn2(sqrt(val),  sqrt(1-val)) AS [Distance (m)] FROM  Trig) SELECT  * ,  [Distance (m)] / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)] FROM  Distance","SELECT
    *,
    6378100 * 2 * ATN2(SQRT(val), SQRT(1 - val)) AS [Distance (m)],
    6378100 * 2 * ATN2(SQRT(val), SQRT(1 - val)) / NULLIF([Elapsed (s)], 0) AS [Velocity (m/s)]
FROM (
    SELECT
        a.[DateTime],
        DATEDIFF(second, a.[DateTime], b.[DateTime]) AS [Elapsed (s)],
        a.[LAT] AS [lat1deg],
        a.[LON] AS [lon1deg],
        b.[LAT] AS [lat2deg],
        b.[LON] AS [lon2deg],
        a.[LAT] * PI() / 180 AS [lat1],
        b.[LAT] * PI() / 180 AS [lat2],
        (a.[LAT] - b.[LAT]) * PI() / 180 AS [dlat],
        (a.[LON] - b.[LON]) * PI() / 180 AS [dlon],
        POWER(SIN((a.[LAT] - b.[LAT]) * PI() / 360), 2) + 
        POWER(SIN((a.[LON] - b.[LON]) * PI() / 360), 2) * 
        COS(a.[LAT] * PI() / 180) * COS(b.[LAT] * PI() / 180) AS val
    FROM (
        SELECT 
            [time] AS [DateTime], 
            [LAT], 
            [LON], 
            ROW_NUMBER() OVER (ORDER BY [time] ASC) AS [Row]
        FROM 
            [1059].[STATS_VIEW]
    ) a
    JOIN (
        SELECT 
            [time] AS [DateTime], 
            [LAT], 
            [LON], 
            ROW_NUMBER() OVER (ORDER BY [time] ASC) AS [Row]
        FROM 
            [1059].[STATS_VIEW]
    ) b ON a.[Row] + 1 = b.[Row]
) AS Calculated
ORDER BY
    [DateTime];",Equivalent,Simplification,YES,YES,Join_Nested,YES,Join_Nested,YES,Join_Nested,YES,Simplification,YES,Join_Nested
"SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace(price_amount,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount != '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC","SELECT  a.company_permalink,  a.company_name,  f.funding,  cast(replace(price_amount,  ', ',  '') as numeric) as price,  cast(replace(price_amount,  ', ',  '') as numeric) - funding as profit,  acquired_at,  acquirer_name FROM  [372].[acqui] a,  [372].[funding_cleaned] f where a.company_permalink = f.company_permalink and a.price_amount = '' and a.price_amount not like '%-%' and  a.price_currency_code = 'USD' order by cast(replace(price_amount,  ', ',  '') as numeric) - funding DESC",Not Equivalent,Operators,NO,NO,Operators,NO,Operators,NO,Operators,NO,Operators,NO,Operators
SELECT  * FROM  [1123].[Phel_sig_normalized_exp]sig left join [1123].[Phel_clc_wID_info]des on sig.contig=des.Column1,"WITH SigCTE AS (
    SELECT * 
    FROM [1123].[Phel_sig_normalized_exp]
),
DesCTE AS (
    SELECT * 
    FROM [1123].[Phel_clc_wID_info]
)
SELECT * 
FROM SigCTE sig
LEFT JOIN DesCTE des ON sig.contig = des.Column1;",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"select USER_NAME(p.grantee_principal_id) AS principal_name, dp.type_desc AS principal_type_desc, p.class_desc, OBJECT_NAME(p.major_id) AS object_name,  o.type, p.permission_name, p.state_desc AS permission_state_desc,  p.* from    sys.database_permissions p inner   JOIN  sys.database_principals dp on     p.grantee_principal_id = dp.principal_id inner   JOIN  sys.objects o on p.major_id = o.object_id WHERE  o.type = 'V' and dp.type_desc = 'SQL_USER'","SELECT 
    USER_NAME(p.grantee_principal_id) AS principal_name, 
    dp.type_desc AS principal_type_desc, 
    p.class_desc, 
    OBJECT_NAME(p.major_id) AS object_name, 
    o.type, 
    p.permission_name, 
    p.state_desc AS permission_state_desc, 
    p.* 
FROM 
    sys.database_permissions p, 
    sys.database_principals dp, 
    sys.objects o 
WHERE 
    p.grantee_principal_id = dp.principal_id AND 
    p.major_id = o.object_id AND 
    o.type = 'V' AND 
    dp.type_desc = 'SQL_USER';",Equivalent,Explicit_Implicit_Joins,YES,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins,YES,Explicit_Implicit_Joins
"SELECT  T1 ,  C1 ,  S ,  SV ,  T2 ,  case when [X.NO3..uMol.L.] = 'NA' then NULL else [X.NO3..uMol.L.] end as  Nitrate ,  case when [O2.Conc..uM.] = 'NA' then NULL else [O2.Conc..uM.] end as  Oxygen ,  o.date ,  o.time ,  case when o.[long.dc] = 'NA' then NULL else o.[long.dc] end as longitude ,  case when o.[lat.dc] = 'NA' then NULL else o.[lat.dc] end as latitude","SELECT  T1 ,  C1 ,  S ,  SV ,  T2 ,T3  case when [X.NO3..uMol.L.] = 'NA' then NULL else [X.NO3..uMol.L.] end as  Nitrate ,  case when [O2.Conc..uM.] = 'NA' then NULL else [O2.Conc..uM.] end as  Oxygen ,  o.date ,  o.time ,  case when o.[long.dc] = 'NA' then NULL else o.[long.dc] end as longitude ,  case when o.[lat.dc] = 'NA' then NULL else o.[lat.dc] end as latitude",Not Equivalent,Adding_Removing_Select_Column,NO,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column,NO,Adding_Removing_Select_Column
"WITH  DEGMIN (DLAT,  DLON) AS (SELECT  CAST([LAT] AS FLOAT)/100 AS DLAT ,  CAST([LON] AS FLOAT)/-100 AS DLON FROM  [1059].[SDS_VIEW_VARCHAR]) SELECT  TOP 5 ROUND(DLAT,  0,  1) + ([DLAT] - ROUND(DLAT,  0,  1))*100/60 AS LAT FROM  DEGMIN WHERE  [DLAT] IS NOT NULL","SELECT TOP 5
    ROUND(CAST([LAT] AS FLOAT)/100, 0, 1) + 
    ((CAST([LAT] AS FLOAT)/100) - ROUND(CAST([LAT] AS FLOAT)/100, 0, 1)) * 100 / 60 AS LAT
FROM 
    [1059].[SDS_VIEW_VARCHAR]
WHERE 
    CAST([LAT] AS FLOAT)/100 IS NOT NULL;",Equivalent,Simplification,YES,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification,YES,Simplification
"SELECT TOP 5 *, COUNT(*) OVER () AS TotalCount
FROM [1123].[TJGR_genomic_gene.txt]
WHERE gID LIKE '%\_%' AND gID = 'CGI'","WITH FilteredData AS (
    SELECT *
    FROM [1123].[TJGR_genomic_gene.txt]
    WHERE gID LIKE '%\_%' AND gID = 'CGI'
)
SELECT TOP 5 *, COUNT(*) OVER () AS TotalCount
FROM FilteredData",Equivalent,CTEs,YES,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs,YES,CTEs
"select ecp.pathway_name,  se.genus,  count(ecp.ec_number) from [ssgcid_EC_map] se join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name <> '' group by ecp.pathway_name,  se.genus","select ecp.pathway_name,  se.genus,  count(ecp.ec_number) from [ssgcid_EC_map] se left join [ec_pathway.csv] ecp on ecp.ec_number = se.""EC Numbers"" where ecp.pathway_name <> '' group by ecp.pathway_name,  se.genus",Not Equivalent,Change_Join_Condition,NO,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition,NO,Change_Join_Condition
"SELECT  Distinct SightDate,  Month,  Day,  [Year] FROM  [1117].[OrcaMaster2010.csv] WHERE  [Year] BETWEEN 2006 AND  2010 AND  Pod <> 'Ts?'","SELECT DISTINCT SightDate, Month, Day, [Year]
FROM (
    SELECT SightDate, Month, Day, [Year]
    FROM [1117].[OrcaMaster2010.csv]
    WHERE [Year] BETWEEN 2006 AND 2010
      AND Pod <> 'Ts?'
) AS Subquery",Equivalent,Condition_Nested,YES,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested,YES,Condition_Nested
